Date,Close,Open,High,Low,Volume,PCT
16.08.2019,1.1693,1.2265,1.2274,1.1423,794.51K,-4.67%
17.08.2019,1.2092,1.1693,1.265,1.1568,1.85M,3.41%
18.08.2019,1.3135,1.2092,1.3162,1.1976,1.65M,8.63%
19.08.2019,1.3254,1.3135,1.3261,1.2724,628.50K,0.90%
20.08.2019,1.3137,1.3254,1.3451,1.2928,729.89K,-0.88%
21.08.2019,1.2048,1.3137,1.3137,1.1813,1.40M,-8.29%
22.08.2019,1.219,1.2048,1.2213,1.1903,985.81K,1.18%
23.08.2019,1.2082,1.219,1.2191,1.1853,391.83K,-0.88%
24.08.2019,1.1699,1.2082,1.2082,1.1606,832.26K,-3.18%
25.08.2019,1.1703,1.1699,1.1998,1.1678,460.60K,0.04%
26.08.2019,1.1888,1.1703,1.2147,1.1603,1.20M,1.57%
27.08.2019,1.1912,1.1888,1.1969,1.1714,259.41K,0.21%
28.08.2019,1.1546,1.1912,1.1912,1.1517,722.90K,-3.07%
29.08.2019,1.1392,1.1546,1.157,1.1344,899.10K,-1.34%
30.08.2019,1.1394,1.1392,1.1447,1.1307,289.62K,0.02%
31.08.2019,1.1383,1.1394,1.1424,1.1161,934.76K,-0.10%
01.09.2019,1.1516,1.1383,1.1517,1.1122,503.03K,1.17%
02.09.2019,1.1447,1.1516,1.1518,1.1106,537.79K,-0.60%
03.09.2019,1.1283,1.1447,1.145,1.12,340.78K,-1.44%
04.09.2019,1.1006,1.1283,1.1292,1.1006,461.86K,-2.45%
05.09.2019,1.0731,1.1006,1.1105,1.0696,1.25M,-2.50%
06.09.2019,1.0594,1.0731,1.0731,1.0555,766.70K,-1.28%
07.09.2019,1.0641,1.0594,1.0679,1.0587,149.18K,0.44%
08.09.2019,1.0665,1.0642,1.0761,1.0626,239.85K,0.22%
09.09.2019,1.0526,1.0665,1.0691,1.0491,554.04K,-1.30%
10.09.2019,1.0583,1.0526,1.0622,1.0467,2.81M,0.54%
11.09.2019,1.0672,1.0583,1.069,1.0549,355.37K,0.84%
12.09.2019,1.0705,1.0672,1.0755,1.0646,370.98K,0.31%
13.09.2019,1.0543,1.0705,1.0737,1.0499,2.35M,-1.52%
14.09.2019,1.0588,1.0543,1.0593,1.0464,600.20K,0.43%
15.09.2019,1.0737,1.0588,1.074,1.0583,261.69K,1.41%
16.09.2019,1.0852,1.0737,1.088,1.0595,677.04K,1.08%
17.09.2019,1.1104,1.0852,1.1165,1.0811,651.23K,2.32%
18.09.2019,1.1051,1.1104,1.12,1.1031,323.60K,-0.48%
19.09.2019,1.0941,1.1051,1.1058,1.0906,314.74K,-1.00%
20.09.2019,1.084,1.0941,1.0949,1.0793,116.60K,-0.92%
21.09.2019,1.0801,1.084,1.0869,1.0794,43.63K,-0.36%
22.09.2019,1.0782,1.0801,1.0835,1.0753,86.41K,-0.17%
23.09.2019,1.0606,1.0782,1.079,1.0589,663.85K,-1.64%
24.09.2019,1.0518,1.0606,1.0708,1.0386,2.05M,-0.83%
25.09.2019,1.043,1.0522,1.0562,1.0413,673.58K,-0.83%
26.09.2019,1.0458,1.043,1.0474,1.0385,1.15M,0.26%
27.09.2019,1.0478,1.0458,1.0517,1.0395,3.94M,0.20%
28.09.2019,1.0539,1.0478,1.0548,1.0417,4.42M,0.58%
29.09.2019,1.0429,1.0539,1.054,1.0407,334.96K,-1.04%
30.09.2019,1.0416,1.0429,1.0452,1.0404,988.18K,-0.12%
01.10.2019,1.0402,1.0416,1.0444,1.0397,1.15M,-0.13%
02.10.2019,1.0432,1.0402,1.0541,1.0393,2.93M,0.28%
03.10.2019,1.0425,1.0429,1.0444,1.0385,1.27M,-0.06%
04.10.2019,1.041,1.0425,1.0427,1.0384,175.12K,-0.15%
05.10.2019,1.0394,1.041,1.041,1.034,368.33K,-0.15%
06.10.2019,0.9653,1.0394,1.0394,0.9566,3.12M,-7.14%
07.10.2019,0.9528,0.9653,0.9671,0.9494,673.12K,-1.29%
08.10.2019,0.9637,0.9528,0.9644,0.9458,654.82K,1.14%
09.10.2019,0.9648,0.9637,1.0133,0.942,2.80M,0.12%
10.10.2019,1.0135,0.9648,1.014,0.9648,869.14K,5.05%
11.10.2019,1.0009,1.0135,1.0136,0.9765,350.68K,-1.24%
12.10.2019,0.9867,1.0009,1.0036,0.9864,96.70K,-1.42%
13.10.2019,0.9888,0.9867,0.9991,0.9831,86.60K,0.21%
14.10.2019,0.9788,0.9888,0.9968,0.9663,217.85K,-1.01%
15.10.2019,0.9984,0.9788,1.0037,0.978,168.64K,2.00%
16.10.2019,0.9953,0.9984,1.0072,0.9918,211.81K,-0.31%
17.10.2019,1.0226,0.9953,1.0245,0.9881,323.52K,2.74%
18.10.2019,1.0093,1.0226,1.023,1.0018,160.67K,-1.30%
19.10.2019,1.018,1.0093,1.0212,1.0024,126.96K,0.87%
20.10.2019,1.0234,1.018,1.0236,1.0111,171.61K,0.53%
21.10.2019,1.01,1.0234,1.0236,1.0054,144.99K,-1.31%
22.10.2019,0.9871,1.01,1.0131,0.981,350.00K,-2.27%
23.10.2019,0.9694,0.9871,0.991,0.9493,624.53K,-1.79%
24.10.2019,0.9597,0.9694,0.9694,0.9478,377.15K,-0.99%
25.10.2019,0.9848,0.9597,0.9849,0.9485,281.52K,2.61%
26.10.2019,1.0022,0.9848,1.0063,0.9764,469.42K,1.77%
27.10.2019,0.9985,1.0022,1.0076,0.9936,300.28K,-0.37%
28.10.2019,0.964,0.9985,1.0051,0.959,471.24K,-3.46%
29.10.2019,0.9565,0.964,0.9643,0.9501,480.12K,-0.78%
30.10.2019,0.9582,0.9565,0.9597,0.9489,400.79K,0.19%
31.10.2019,1.0015,0.9582,1.0055,0.9537,671.74K,4.51%
01.11.2019,1.0031,1.0015,1.0031,0.9821,284.17K,0.16%
02.11.2019,1.0083,1.0031,1.0139,0.9999,163.67K,0.52%
03.11.2019,1.0089,1.0083,1.0137,1.0055,95.53K,0.05%
04.11.2019,1.0106,1.0089,1.0227,1.0031,223.58K,0.17%
05.11.2019,0.9997,1.0106,1.0177,0.9972,260.78K,-1.08%
06.11.2019,0.9851,0.9997,1.0084,0.9831,109.44K,-1.46%
07.11.2019,0.9948,0.9851,0.9949,0.98,403.75K,0.99%
08.11.2019,0.9948,0.9948,0.995,0.9806,236.72K,0.00%
09.11.2019,0.9759,0.9948,0.9982,0.9732,125.41K,-1.90%
10.11.2019,1.0014,0.9759,1.0037,0.971,382.99K,2.61%
11.11.2019,0.9786,1.0014,1.0036,0.9697,220.06K,-2.27%
12.11.2019,0.9878,0.9786,0.9878,0.973,189.45K,0.94%
13.11.2019,0.964,0.9878,0.9893,0.9613,150.51K,-2.41%
14.11.2019,0.9602,0.964,0.964,0.9571,230.56K,-0.40%
15.11.2019,0.9672,0.9602,0.9803,0.9556,377.86K,0.73%
16.11.2019,0.9698,0.9672,0.9751,0.9635,225.01K,0.27%
17.11.2019,0.9762,0.9698,0.9779,0.9683,79.71K,0.66%
18.11.2019,0.9667,0.9762,0.9789,0.9604,206.02K,-0.97%
19.11.2019,0.9619,0.9667,0.9724,0.9509,336.70K,-0.50%
20.11.2019,0.9583,0.9619,0.9639,0.9547,216.04K,-0.38%
21.11.2019,0.9495,0.9583,0.9615,0.9452,542.10K,-0.92%
22.11.2019,0.9547,0.9495,0.9678,0.9275,1.06M,0.55%
23.11.2019,0.9442,0.9547,0.9604,0.9278,348.64K,-1.10%
24.11.2019,0.9331,0.9442,0.9668,0.9306,535.83K,-1.17%
25.11.2019,0.9191,0.9331,0.9585,0.9178,643.17K,-1.50%
26.11.2019,0.9211,0.9191,0.9289,0.9177,302.78K,0.22%
27.11.2019,0.9254,0.9211,0.9277,0.9172,635.71K,0.47%
28.11.2019,0.9246,0.9254,0.9922,0.9194,369.16K,-0.09%
29.11.2019,0.92,0.9246,0.9295,0.9181,314.63K,-0.50%
30.11.2019,0.9213,0.92,0.9245,0.9179,140.95K,0.15%
01.12.2019,0.9281,0.9213,0.9359,0.9212,201.82K,0.74%
02.12.2019,0.9216,0.9281,0.9285,0.9187,196.49K,-0.70%
03.12.2019,0.9217,0.9216,0.928,0.917,165.05K,0.01%
04.12.2019,0.9246,0.9217,0.9249,0.9161,235.81K,0.32%
05.12.2019,0.9276,0.9246,0.9297,0.9233,149.12K,0.32%
06.12.2019,0.9259,0.9276,0.9306,0.921,288.65K,-0.18%
07.12.2019,0.9158,0.9259,0.9259,0.9105,355.72K,-1.09%
08.12.2019,0.9239,0.9158,0.9247,0.9092,241.49K,0.89%
09.12.2019,0.9156,0.9239,0.9244,0.9083,272.08K,-0.90%
10.12.2019,0.907,0.9156,0.9156,0.9,616.84K,-0.94%
11.12.2019,0.9,0.907,0.9081,0.8925,420.82K,-0.77%
12.12.2019,0.8913,0.9,0.9002,0.8858,478.68K,-0.97%
13.12.2019,0.8909,0.8913,0.8915,0.8854,264.89K,-0.04%
14.12.2019,0.88,0.8909,0.8938,0.8799,349.13K,-1.22%
15.12.2019,0.8777,0.88,0.8831,0.8744,223.35K,-0.27%
16.12.2019,0.8708,0.8777,0.8824,0.8685,271.95K,-0.78%
17.12.2019,0.8902,0.8708,0.8993,0.8478,1.27M,2.22%
18.12.2019,0.8703,0.8902,0.8925,0.8476,695.43K,-2.23%
19.12.2019,0.8536,0.8703,0.8776,0.8373,1.11M,-1.93%
20.12.2019,0.8588,0.8536,0.8816,0.8373,344.95K,0.61%
21.12.2019,0.8625,0.8588,0.8626,0.8373,340.68K,0.43%
22.12.2019,0.8816,0.8625,0.885,0.8409,339.51K,2.22%
23.12.2019,0.8282,0.8816,0.8847,0.8209,945.58K,-6.06%
24.12.2019,0.8106,0.8282,0.8297,0.8089,564.45K,-2.12%
25.12.2019,0.8227,0.8106,0.8256,0.8089,128.83K,1.49%
26.12.2019,0.8413,0.8227,0.8413,0.8096,205.38K,2.26%
27.12.2019,0.826,0.8413,0.8426,0.8147,296.33K,-1.82%
28.12.2019,0.823,0.826,0.8381,0.809,238.07K,-0.36%
29.12.2019,0.8251,0.823,0.8272,0.8102,113.46K,0.25%
30.12.2019,0.8201,0.8251,0.8279,0.805,253.08K,-0.60%
31.12.2019,0.8186,0.8201,0.8241,0.8085,409.07K,-0.18%
01.01.2020,0.8239,0.8186,0.8241,0.8173,94.79K,0.65%
02.01.2020,0.8274,0.8239,0.833,0.8202,95.14K,0.43%
03.01.2020,0.8539,0.8274,0.8542,0.8255,152.22K,3.20%
04.01.2020,0.8466,0.8539,0.8549,0.8338,47.99K,-0.86%
05.01.2020,0.8518,0.8466,0.8625,0.8466,40.96K,0.62%
06.01.2020,0.8719,0.8518,0.8719,0.8512,100.25K,2.36%
07.01.2020,0.8873,0.8719,0.8873,0.8617,192.15K,1.77%
08.01.2020,0.8981,0.8873,0.9016,0.8823,242.95K,1.21%
09.01.2020,0.8647,0.8981,0.8989,0.8615,204.01K,-3.72%
10.01.2020,0.8764,0.8647,0.9002,0.8593,190.61K,1.35%
11.01.2020,0.8605,0.8764,0.8811,0.8575,284.02K,-1.81%
12.01.2020,0.8687,0.8605,0.8703,0.8529,42.32K,0.95%
13.01.2020,0.8449,0.8687,0.8689,0.8434,79.74K,-2.74%
14.01.2020,0.8923,0.8449,0.8926,0.8431,293.08K,5.61%
15.01.2020,0.9097,0.8923,0.9124,0.8783,361.75K,1.95%
16.01.2020,0.8651,0.9097,0.9109,0.8616,254.98K,-4.89%
17.01.2020,0.8947,0.8651,0.9093,0.8619,818.34K,3.42%
18.01.2020,0.9086,0.8947,0.9112,0.8757,681.72K,1.56%
19.01.2020,0.877,0.9086,0.9108,0.8734,1.15M,-3.48%
20.01.2020,0.877,0.877,0.8997,0.8685,589.16K,0.00%
21.01.2020,0.9007,0.877,0.9007,0.877,93.39K,2.70%
22.01.2020,0.8957,0.9007,0.9037,0.8823,114.77K,-0.55%
23.01.2020,0.907,0.8957,0.9071,0.8596,865.54K,1.27%
24.01.2020,0.9065,0.907,0.9113,0.895,247.42K,-0.06%
25.01.2020,0.8974,0.9065,0.9092,0.892,117.78K,-1.00%
26.01.2020,0.8907,0.8974,0.9022,0.8897,131.38K,-0.75%
27.01.2020,0.8994,0.8907,0.9041,0.8907,97.09K,0.98%
28.01.2020,0.9091,0.8994,0.9092,0.892,326.55K,1.08%
29.01.2020,0.9073,0.9091,0.9094,0.8986,187.24K,-0.20%
30.01.2020,0.8832,0.9073,0.9073,0.8674,238.24K,-2.66%
31.01.2020,0.8731,0.8832,0.8921,0.8697,1.11M,-1.15%
01.02.2020,0.8738,0.8731,0.8824,0.8536,681.87K,0.08%
02.02.2020,0.8924,0.8738,0.8934,0.8737,314.74K,2.13%
03.02.2020,0.8892,0.8924,0.8924,0.8801,193.81K,-0.36%
04.02.2020,0.8972,0.8892,0.9088,0.8892,362.44K,0.89%
05.02.2020,0.904,0.8972,0.9067,0.8912,302.77K,0.77%
06.02.2020,0.9004,0.904,0.91,0.8959,285.25K,-0.40%
07.02.2020,0.9388,0.9004,0.9388,0.9002,564.37K,4.26%
08.02.2020,0.9408,0.9388,0.9538,0.9078,1.77M,0.21%
09.02.2020,0.9695,0.9408,0.9699,0.926,837.22K,3.06%
10.02.2020,0.9982,0.9705,1.0004,0.9705,445.04K,2.95%
11.02.2020,1.0331,0.9982,1.0389,0.9902,856.42K,3.50%
12.02.2020,1.0163,1.0331,1.0389,0.9932,440.61K,-1.62%
13.02.2020,1.0016,1.0163,1.0273,0.977,489.54K,-1.45%
14.02.2020,0.9787,1.0016,1.0022,0.9638,244.97K,-2.29%
15.02.2020,0.9687,0.9787,0.9937,0.9625,399.02K,-1.02%
16.02.2020,0.9717,0.9687,0.9739,0.966,163.72K,0.31%
17.02.2020,0.9922,0.9717,0.9923,0.9685,1.27M,2.11%
