DATETIME,TRAFLOAD_CS_ERL,TRAFLOAD_CELL_PS_KB,TRAFLOAD_CELL_PS_DL_KB,TRAFLOAD_CELL_PS_UL_KB
11/17/2015 16:00:00,263752.04,28619773522.08,24392822860.07,4226950662
11/17/2015 17:00:00,259689.23,30426250012.59,26025023852.38,4401226160.21
11/17/2015 18:00:00,246912.03,33440626202.57,28703797743.46,4736828459.11
11/17/2015 19:00:00,238499.2,35180118018.95,30194313323.49,4985804695.46
11/17/2015 20:00:00,212822.75,36279842270.66,31159009528.14,5120832742.52
11/17/2015 21:00:00,173294.38,35491768567.99,30397736534.65,5094032033.33
11/17/2015 22:00:00,132517.89,36419582680.87,31434965129.74,4984617551.13
11/17/2015 23:00:00,92652.56,33747581839.27,29322811741.81,4424770097.46
11/18/2015,58163.94,26323388871.09,23137903305.02,3185485566.07
11/18/2015 01:00:00,29452.06,15681857146.92,13870554769.15,1811302377.77
11/18/2015 02:00:00,13362.44,8713954167.12,7717461775.42,996492391.69
11/18/2015 03:00:00,6859.64,5719910748.31,5028305187.18,691605561.12
11/18/2015 04:00:00,4038.24,3981129190.18,3481403311.06,499725879.13
11/18/2015 05:00:00,3929.82,3625022337.52,3141282231.47,483740106.05
11/18/2015 06:00:00,10104.96,6463423663.36,5615401481.76,848022181.6
11/18/2015 07:00:00,35344.37,14558683757.55,12696581553.75,1862102203.8
11/18/2015 08:00:00,79657.63,19682020466,17113364636.46,2568655829.54
11/18/2015 09:00:00,140810.36,21930378831.32,18964013254.94,2966365576.38
11/18/2015 10:00:00,204765.05,24323687201.59,20930565113.84,3393122087.75
11/18/2015 11:00:00,238406.92,24939173994.74,21326810047.26,3612363947.48
11/18/2015 12:00:00,254359.16,26307484126.41,22461525011.15,3845959115.26
11/18/2015 13:00:00,245382.19,26667550387.44,22748265401.23,3919284986.21
11/18/2015 14:00:00,231093.08,26078774573.26,22247283275.39,3831491297.87
11/18/2015 15:00:00,243774.66,26866823223.31,22866024418.13,4000798805.18
11/18/2015 16:00:00,263326.05,27714447929.69,23583548595.45,4130899334.24
11/18/2015 17:00:00,261614.19,30117737668.41,25773685925.97,4344051742.43
11/18/2015 18:00:00,248608.43,34030159262.16,29021889622.63,5008269639.54
11/18/2015 19:00:00,237834.32,36068001043.97,30864490823.95,5203510220.02
11/18/2015 20:00:00,213194.86,36889591361.63,31579721805.17,5309869556.46
11/18/2015 21:00:00,172115.49,36717454829.98,31546825249.6,5170629580.39
11/18/2015 22:00:00,131300.49,36079521161.37,31142894108.3,4936627053.07
11/18/2015 23:00:00,92552.58,33653243234.09,29286221571.58,4367021662.51
11/19/2015,58201.46,27192074508.26,23885135480.56,3306939027.7
11/19/2015 01:00:00,30246.07,16725264489.45,14797756721.62,1927507767.83
11/19/2015 02:00:00,13859.87,9045759809.51,7984091794.95,1061668014.56
11/19/2015 03:00:00,6971.99,5929249864.08,5200492490.09,728757373.99
11/19/2015 04:00:00,4000.49,4132347516.16,3597730623.87,534616892.29
11/19/2015 05:00:00,3850.76,3729582736.76,3236632676.58,492950060.17
11/19/2015 06:00:00,9678.05,6858496483.42,5978470846.64,880025636.79
11/19/2015 07:00:00,34935.18,14742439244.38,12850885363,1891553881.38
11/19/2015 08:00:00,78348.08,20097459047.79,17478049517.58,2619409530.21
11/19/2015 09:00:00,139556.67,22371181471.29,19355350261.07,3015831210.22
11/19/2015 10:00:00,203217.82,24877664384.62,21401349173.29,3476315211.33
11/19/2015 11:00:00,237683.07,26051841101.92,22351853816.76,3699987285.16
11/19/2015 12:00:00,253666.17,27441691457.71,23539144194.3,3902547263.41
11/19/2015 13:00:00,244957.46,27648526416.01,23666782290.77,3981744125.25
11/19/2015 14:00:00,231818.24,27168372997.72,23250513542.01,3917859455.71
11/19/2015 15:00:00,243966.92,27970925245.83,23923811554.67,4047113691.16
11/19/2015 16:00:00,261868.86,29829701955.15,25581749321.15,4247952633.99
11/19/2015 17:00:00,259155.67,31837929852.23,27398221750.1,4439708102.13
11/19/2015 18:00:00,246421.84,34703347063.1,29936649533.13,4766697529.97
11/19/2015 19:00:00,237487.87,36480445833.99,31499807738.99,4980638094.99
11/19/2015 20:00:00,213926.38,37122246823.29,31954940574.09,5167306249.2
11/19/2015 21:00:00,173914.37,37448226670.74,32315410283.44,5132816387.29
11/19/2015 22:00:00,131671.24,36343507456.98,31469569070.72,4873938386.26
11/19/2015 23:00:00,92844.56,33723118361.82,29382168988.05,4340949373.77
11/20/2015,58873.01,25904262332.26,22701844024.86,3202418307.41
11/20/2015 01:00:00,29960.19,15909961808.54,14021282209.1,1888679599.45
11/20/2015 02:00:00,14176.29,9046276721.64,7952424011.17,1093852710.47
11/20/2015 03:00:00,6958.12,5766672534.92,5038245281.27,728427253.65
11/20/2015 04:00:00,4138.93,3867760331.67,3358737216.58,509023115.08
11/20/2015 05:00:00,4025.34,3595131603.51,3108023480.44,487108123.07
11/20/2015 06:00:00,9898.74,6867610456.89,5975287015.38,892323441.51
11/20/2015 07:00:00,35487.34,14759699160.95,12858914340.56,1900784820.38
11/20/2015 08:00:00,79613.64,19617774115.15,16997466050.14,2620308065.01
11/20/2015 09:00:00,143577.26,21739505949.87,18730036933.55,3009469016.33
11/20/2015 10:00:00,211698.37,24419709285.26,20948288229.09,3471421056.17
11/20/2015 11:00:00,242769.09,24746251818.54,21105009721.65,3641242096.89
11/20/2015 12:00:00,232755.21,25646335684.21,21890075600.44,3756260083.77
11/20/2015 13:00:00,261021.03,26229665015.1,22318271554.69,3911393460.42
11/20/2015 14:00:00,246017.21,26293156877.32,22389484850.07,3903672027.26
11/20/2015 15:00:00,255950.19,27014743367.97,23014381763.14,4000361604.83
11/20/2015 16:00:00,273916.14,28395396306.31,24193545079.05,4201851227.26
11/20/2015 17:00:00,268987.49,30996096432.68,26555123635.82,4440972796.86
11/20/2015 18:00:00,250858.36,34152771151.83,29375986209.85,4776784941.98
11/20/2015 19:00:00,237470.38,36194795945.87,31151942582.53,5042853363.34
11/20/2015 20:00:00,205867.74,37423531900.35,32178777386.54,5244754513.81
11/20/2015 21:00:00,166769.5,39320901499.33,33995759948.27,5325141551.06
11/20/2015 22:00:00,132146.67,39174501391.31,33984049184.85,5190452206.46
11/20/2015 23:00:00,96577.64,36651909309.15,31959772956.7,4692136352.46
11/21/2015,63792.5,29643900280.08,25949958336.71,3693941943.37
11/21/2015 01:00:00,35066.92,19442310001.47,17090084886.62,2352225114.86
11/21/2015 02:00:00,18281.51,11497035340.74,10096131019.77,1400904320.97
11/21/2015 03:00:00,9305.12,6873646466.98,6010504303.49,863142163.49
11/21/2015 04:00:00,5284.28,4670544514.52,4077828960.21,592715554.31
11/21/2015 05:00:00,4480.93,4036445497.57,3514569244.43,521876253.15
11/21/2015 06:00:00,7664.92,6227300709.5,5463888257.27,763412452.23
11/21/2015 07:00:00,23045.59,12225128012.73,10796373994.06,1428754018.67
11/21/2015 08:00:00,55589.16,18360885270.17,16188585969.16,2172299301.01
11/21/2015 09:00:00,106162.38,22796743275.21,19951576470.66,2845166804.55
11/21/2015 10:00:00,168671.62,26079902360.36,22696741562.59,3383160797.77
11/21/2015 11:00:00,215914.4,28093981865.45,24326556495.05,3767425370.4
11/21/2015 12:00:00,239612.07,29223697523.83,25198508251.6,4025189272.23
11/21/2015 13:00:00,238212.48,30100626835.15,25908534396.09,4192092439.06
11/21/2015 14:00:00,220961.81,30587369064.95,26296566500.02,4290802564.93
11/21/2015 15:00:00,218544.92,31157057077.19,26744656029.02,4412401048.17
11/21/2015 16:00:00,226893,31830490655.58,27296544693.87,4533945961.7
11/21/2015 17:00:00,222239.72,34505573439.67,29538651924.06,4966921515.61
11/21/2015 18:00:00,211131.29,37128325745.35,31852111595.46,5276214149.89
11/21/2015 19:00:00,201283.78,38145365900.99,32790635302.48,5354730598.51
11/21/2015 20:00:00,173805.04,40268990184.75,34504203237.35,5764786947.41
11/21/2015 21:00:00,148400.1,39945201794.15,34147011895.71,5798189898.45
11/21/2015 22:00:00,122762.38,40380130586.13,34815785551.37,5564345034.76
11/21/2015 23:00:00,95104,38760883260.5,33723051658.88,5037831601.62
11/22/2015,66354.39,33106098198.53,28984375299.37,4121722899.16
11/22/2015 01:00:00,39544.62,23502524572.46,20702820774.75,2799703797.71
11/22/2015 02:00:00,22090.22,15061928014.65,13308232924.28,1753695090.37
11/22/2015 03:00:00,11735.97,8734990324.42,7695290936.38,1039699388.04
11/22/2015 04:00:00,6564.99,5239984915.45,4581773067.45,658211848.01
11/22/2015 05:00:00,4930.99,4136684384.87,3598164924.58,538519460.29
11/22/2015 06:00:00,6229.45,5405956965.68,4727414995.26,678541970.42
11/22/2015 07:00:00,13963.6,9611598835.21,8486349012.73,1125249822.48
11/22/2015 08:00:00,30742.68,16040998175.49,14204510488.21,1836487687.27
11/22/2015 09:00:00,61405.23,22069037793.81,19444816798.82,2624220994.99
11/22/2015 10:00:00,107655.15,26429207504.59,23115240264.54,3313967240.05
11/22/2015 11:00:00,155604.99,29024782927.92,25215265499.35,3809517428.57
11/22/2015 12:00:00,192060.06,30452914226.84,26298247885.88,4154666340.96
11/22/2015 13:00:00,196862.11,31133974741.65,26744996386.67,4388978354.99
11/22/2015 14:00:00,185194.25,31195774526.4,26662971736.49,4532802789.91
11/22/2015 15:00:00,183825.13,31448070180.72,26827646390.3,4620423790.42
11/22/2015 16:00:00,190962.4,32191880081.96,27452054041.16,4739826040.8
11/22/2015 17:00:00,191268.14,33729086340.57,28829917222.98,4899169117.58
11/22/2015 18:00:00,189538.92,36310420725.79,31122244551.22,5188176174.57
11/22/2015 19:00:00,187632.97,37924962082.44,32420016395.65,5504945686.79
11/22/2015 20:00:00,172885.02,38853882119.98,33218687163.52,5635194956.46
11/22/2015 21:00:00,152200.81,38221844982.41,32854527201.98,5367317780.43
11/22/2015 22:00:00,123336.91,37615644055.6,32485987328.31,5129656727.29
11/22/2015 23:00:00,90555,34524214483.4,30016268548.13,4507945935.28
11/23/2015,59073.26,28426691069.3,24861951438.98,3564739630.32
11/23/2015 01:00:00,31365.01,18372229631.45,16178717098.52,2193512532.93
11/23/2015 02:00:00,15438.33,10724802451.93,9446880318.03,1277922133.9
11/23/2015 03:00:00,7678.78,6375125394.77,5588922182.87,786203211.9
11/23/2015 04:00:00,4318.53,4310622341,3757279999.32,553342341.68
11/23/2015 05:00:00,3912.98,3723391406.75,3215118254.97,508273151.78
11/23/2015 06:00:00,9847.02,6448212656.26,5572314149.09,875898507.17
11/23/2015 07:00:00,35483.23,14015403346.99,12145621233.06,1869782113.92
11/23/2015 08:00:00,79756.03,18972144951.5,16367638147.31,2604506804.19
11/23/2015 09:00:00,142761.54,21742370894.6,18688216448.66,3054154445.94
11/23/2015 10:00:00,208136.76,24675231048.56,21159989875.33,3515241173.22
11/23/2015 11:00:00,244678.85,25786959464.44,22049666940.46,3737292523.98
11/23/2015 12:00:00,264324.25,27537458897.32,23514064407.57,4023394489.75
11/23/2015 13:00:00,258132,27869092408.89,23754409583.89,4114682825
11/23/2015 14:00:00,246455.62,27372054753.84,23323121226.54,4048933527.31
11/23/2015 15:00:00,258787.87,28371701640.68,24154464153.92,4217237486.75
11/23/2015 16:00:00,273992.09,29396653879.55,25077836114.77,4318817764.77
11/23/2015 17:00:00,269037.21,31590480564.23,27032643493.42,4557837070.81
11/23/2015 18:00:00,246150.95,32181424275.95,27561753413.53,4619670862.42
11/23/2015 19:00:00,206376.42,31187905117.07,26739047454.86,4448857662.21
11/23/2015 20:00:00,183678.08,32753914247.79,28111444037.49,4642470210.3
11/23/2015 21:00:00,149423.18,33205924269.22,28561936551.69,4643987717.54
11/23/2015 22:00:00,130694.58,35252108324.14,30500924773.69,4751183550.46
11/23/2015 23:00:00,95096.95,35782570916.56,31154372336.29,4628198580.27
11/24/2015,61161.29,28137060204.04,24668197028.61,3468863175.43
11/24/2015 01:00:00,31096.81,18050654347.86,15956635542.46,2094018805.4
11/24/2015 02:00:00,14657.21,10407682171.13,9196384593.04,1211297578.09
11/24/2015 03:00:00,6883.24,6389258063.71,5617909385.7,771348678.02
11/24/2015 04:00:00,4062.59,4262904051.71,3716548778.43,546355273.28
11/24/2015 05:00:00,3947.92,3840030566.46,3323232104.07,516798462.39
11/24/2015 06:00:00,9935.17,6885759143.98,5984114699.25,901644444.73
11/24/2015 07:00:00,37165.59,15037922719.69,13081139683.54,1956783036.15
11/24/2015 08:00:00,84375.82,20335754201.14,17564118118.28,2771636082.86
11/24/2015 09:00:00,149009.5,23054641155.27,19787335992.82,3267305162.45
11/24/2015 10:00:00,213036.86,26161431687.02,22369428706.93,3792002980.09
11/24/2015 11:00:00,245832.25,27262781970,23207530953.16,4055251016.84
11/24/2015 12:00:00,263242.33,28750168939.32,24436468357.03,4313700582.29
11/24/2015 13:00:00,254070.61,29677371655.66,25229607153.15,4447764502.51
11/24/2015 14:00:00,241086.51,28835848056.36,24482077192.71,4353770863.65
11/24/2015 15:00:00,201579.08,24017518766.86,20350504598.56,3667014168.3
11/24/2015 16:00:00,218550.47,24456591660.87,20715611062.03,3740980598.83
11/24/2015 17:00:00,218954.42,25785803389.64,21929116007.74,3856687381.9
11/24/2015 18:00:00,210836.28,28858998188.88,24721040140.12,4137958048.76
11/24/2015 19:00:00,252869.7,36992435742.09,31715471695.73,5276964046.36
11/24/2015 20:00:00,230324.05,38704666844.76,33166641326.09,5538025518.67
11/24/2015 21:00:00,184461.46,38897002314.86,33422990708.55,5474011606.3
11/24/2015 22:00:00,139675.73,38876226598.51,33545903548.76,5330323049.75
11/24/2015 23:00:00,94528.05,36390694036.81,31690797355.48,4699896681.33
11/25/2015,58017.81,28316926335.27,24927784988.82,3389141346.46
11/25/2015 01:00:00,30014.8,18144038237.29,16096787294.41,2047250942.88
11/25/2015 02:00:00,14075.3,10186979681.83,9025132306.43,1161847375.4
11/25/2015 03:00:00,7040.49,6278093232.37,5530108823.78,747984408.59
11/25/2015 04:00:00,4052.62,4336092059.64,3791423359.46,544668700.19
11/25/2015 05:00:00,3985.53,4086470691.62,3546955425.29,539515266.33
11/25/2015 06:00:00,9805.39,6955653454.84,6053669681.72,901983773.12
11/25/2015 07:00:00,36481.39,15102940321.12,13161255540.33,1941684780.78
11/25/2015 08:00:00,78822.86,20515289998.66,17846909208.18,2668380790.48
11/25/2015 09:00:00,137964.34,23258310394.28,20102087689.18,3156222705.1
11/25/2015 10:00:00,202446.29,26251572182.95,22596657738.3,3654914444.66
11/25/2015 11:00:00,240503,26610017193.87,22764829261.77,3845187932.09
11/25/2015 12:00:00,266319.02,28481886433.28,24360456930.6,4121429502.67
11/25/2015 13:00:00,252276.54,29323943589.59,25092690200.39,4231253389.19
11/25/2015 14:00:00,238053.35,29114466087.78,24927072089.75,4187393998.03
11/25/2015 15:00:00,246297.99,30203402583.5,25896001264.56,4307401318.93
11/25/2015 16:00:00,263194.95,30432902039.52,26023466869.65,4409435169.87
11/25/2015 17:00:00,259931.81,32619049625.65,27946550951.5,4672498674.16
11/25/2015 18:00:00,246415.65,35963232613.51,30933251826.77,5029980786.74
11/25/2015 19:00:00,235174.68,37389186769.94,32205833169.27,5183353600.67
11/25/2015 20:00:00,211103.84,38432613239.5,33075651026.81,5356962212.69
11/25/2015 21:00:00,171003.9,39022482887.77,33672436483.2,5350046404.57
11/25/2015 22:00:00,130370.31,40603926652.74,35172568695.63,5431357957.11
11/25/2015 23:00:00,91420.49,37301013616.91,32528074715.18,4772938901.72
11/26/2015,60758.28,30342691339.15,26723107014.49,3619584324.67
11/26/2015 01:00:00,31587.56,19360035493.57,17177233211.19,2182802282.39
11/26/2015 02:00:00,15085.28,10978523636.05,9718201290.66,1260322345.39
11/26/2015 03:00:00,7449.51,6653569853,5866846393.8,786723459.2
11/26/2015 04:00:00,4277.61,4475477866.35,3917314646.53,558163219.82
11/26/2015 05:00:00,3965.04,3890528584.39,3369151613.18,521376971.22
11/26/2015 06:00:00,9816.34,6788951793.06,5904616548.68,884335244.38
11/26/2015 07:00:00,35109.79,14864113319.85,12957998592.02,1906114727.82
11/26/2015 08:00:00,75207.58,20352242002.16,17693489760.27,2658752241.89
11/26/2015 09:00:00,133589.19,23408577847.9,20248196834.87,3160381013.03
11/26/2015 10:00:00,195096.9,24445826713.13,21074526395.27,3371300317.86
11/26/2015 11:00:00,236037.52,27238235377.2,23427007987.16,3811227390.04
11/26/2015 12:00:00,258296.11,28992609564.28,24864238677.74,4128370886.54
11/26/2015 13:00:00,246839.2,30700807012.52,26391598499.4,4309208513.12
11/26/2015 14:00:00,234359.6,29876863507.43,25631232172.13,4245631335.3
11/26/2015 15:00:00,245244.3,30556571349.34,26191281999.94,4365289349.4
11/26/2015 16:00:00,258660.72,31750917946.17,27250423088.39,4500494857.78
11/26/2015 17:00:00,255889.72,33258257181.29,28589250012.11,4669007169.18
11/26/2015 18:00:00,243190.61,36289806876.76,31264755948.28,5025050928.48
11/26/2015 19:00:00,232192.08,37686331754.11,32469206456.13,5217125297.98
11/26/2015 20:00:00,207995.58,39675664222.91,34147253246.92,5528410976
11/26/2015 21:00:00,171212.25,40389883412.88,34825328021.69,5564555391.19
11/26/2015 22:00:00,132817.54,40373379798.35,34985899015.95,5387480782.4
11/26/2015 23:00:00,91768.07,38132425711.74,33273913334.84,4858512376.9
11/27/2015,59901.8,31079071259.01,27365642672.08,3713428586.94
11/27/2015 01:00:00,31301.23,20085037136.27,17824101470.06,2260935666.21
11/27/2015 02:00:00,15185.44,11623911170.77,10306209880.07,1317701290.7
11/27/2015 03:00:00,7597.29,6981481555.55,6153940092.3,827541463.25
11/27/2015 04:00:00,4363.62,4795503643.66,4202627317.67,592876326
11/27/2015 05:00:00,4138.26,4129111744.84,3587698919.47,541412825.37
11/27/2015 06:00:00,9849.56,7073319025.79,6152826637.03,920492388.76
11/27/2015 07:00:00,34591.86,15326026534.19,13370725532.01,1955301002.18
11/27/2015 08:00:00,75473.16,20229594408.01,17571089975.43,2658504432.57
11/27/2015 09:00:00,135137.84,23444295261.31,20270560663.56,3173734597.75
11/27/2015 10:00:00,205024.19,26018633764.56,22351790393.62,3666843370.94
11/27/2015 11:00:00,239190.79,26714402798.97,22874592589.73,3839810209.23
11/27/2015 12:00:00,233155.48,28395231751.14,24353189916.4,4042041834.75
11/27/2015 13:00:00,258769.55,29356778884.03,25150875469.92,4205903414.11
11/27/2015 14:00:00,244592.73,29555200624.39,25337797161.3,4217403463.08
11/27/2015 15:00:00,255723.75,30424738800.44,26054945332.63,4369793467.81
11/27/2015 16:00:00,266446.73,31658119520.71,27127531585.39,4530587935.33
11/27/2015 17:00:00,262405.97,34303139123.69,29524844206.1,4778294917.59
11/27/2015 18:00:00,245233.3,37402325177.97,32316297825.81,5086027352.16
11/27/2015 19:00:00,232306.59,39235720752.91,33824383968.07,5411336784.84
11/27/2015 20:00:00,200918.62,39951674636.52,34415054744.74,5536619891.79
11/27/2015 21:00:00,162604.05,40046814267.49,34571717440.88,5475096826.61
11/27/2015 22:00:00,131743.04,40849322491.13,35365072023.39,5484250467.74
11/27/2015 23:00:00,98009.59,39939706862.62,34839086038.92,5100620823.69
11/28/2015,66421,34600572986.94,30515245018.04,4085327968.9
11/28/2015 01:00:00,37068.91,23667460798.25,20980370425.52,2687090372.73
11/28/2015 02:00:00,19471.51,14475594895.14,12856113456.75,1619481438.39
11/28/2015 03:00:00,9990.06,8541474702.83,7557045482.37,984429220.46
11/28/2015 04:00:00,5503.09,5485724400.58,4820242435.92,665481964.66
11/28/2015 05:00:00,4539.44,4497024388.63,3929417686.04,567606702.58
11/28/2015 06:00:00,7523.94,6274004748.38,5502978166.35,771026582.02
11/28/2015 07:00:00,21703.4,11804676142.93,10418094314.57,1386581828.36
11/28/2015 08:00:00,50754.37,18241056452.64,16097512191.92,2143544260.72
11/28/2015 09:00:00,97047.05,23714486805.65,20848872208.33,2865614597.32
11/28/2015 10:00:00,158271.99,27688418920.15,24172847186.24,3515571733.9
11/28/2015 11:00:00,208024.49,30161238257.84,26202059309.57,3959178948.27
11/28/2015 12:00:00,233218.89,32959239306.73,28624402370.59,4334836936.15
11/28/2015 13:00:00,234520.29,33765897620.29,29254962176.2,4510935444.09
11/28/2015 14:00:00,218864.63,33983038192.05,29391311077.35,4591727114.7
11/28/2015 15:00:00,215166.56,34519991850.13,29828224188.83,4691767661.3
11/28/2015 16:00:00,219017.69,34795425608.82,29989868111.42,4805557497.4
11/28/2015 17:00:00,214663.17,36204047794.91,31190423087.51,5013624707.4
11/28/2015 18:00:00,202849.47,38335654546.69,33067476662.02,5268177884.67
11/28/2015 19:00:00,193301.96,40041634987.34,34458535722.64,5583099264.7
11/28/2015 20:00:00,172088.95,41404593541.24,35675658327.82,5728935213.42
11/28/2015 21:00:00,148173.92,42369567353.7,36560307899.4,5809259454.3
11/28/2015 22:00:00,123066.13,42773396293.53,37044607142.18,5728789151.35
11/28/2015 23:00:00,96246.31,42117265355.27,36687019014.13,5430246341.14
11/29/2015,67895.68,37114584197.34,32638702168.76,4475882028.58
11/29/2015 01:00:00,42155.58,27368763791.79,24215067654.51,3153696137.28
11/29/2015 02:00:00,24356.97,17516853620.33,15524209428,1992644192.33
11/29/2015 03:00:00,12705.03,10349889217.64,9177706556.79,1172182660.86
11/29/2015 04:00:00,7021.95,6372630717.5,5612278851.7,760351865.8
11/29/2015 05:00:00,4984.75,4654569127.51,4068235576.46,586333551.05
11/29/2015 06:00:00,6109.15,5479526137.46,4803420968.4,676105169.05
11/29/2015 07:00:00,12466.81,9209665686.56,8133510085.11,1076155601.46
11/29/2015 08:00:00,27406.17,15292429919.2,13532664208.49,1759765710.71
11/29/2015 09:00:00,56102.19,21992187831.33,19384959664.32,2607228167.01
11/29/2015 10:00:00,100072.36,26528650244.63,23196218214.03,3332432030.61
11/29/2015 11:00:00,148404.29,29920363750.97,26008252768.74,3912110982.23
11/29/2015 12:00:00,184097.04,31707554569.75,27404636104.79,4302918464.96
11/29/2015 13:00:00,191568.9,32643312272.84,28096960418.2,4546351854.64
11/29/2015 14:00:00,183689.9,33478920970.2,28795962659.19,4682958311.02
11/29/2015 15:00:00,182503.21,34491195971.57,29688514030.78,4802681940.8
11/29/2015 16:00:00,188317,34474907390.64,29597533149.12,4877374241.52
11/29/2015 17:00:00,181956.89,36484660323.97,31263573308.86,5221087015.11
11/29/2015 18:00:00,177456.69,38442972288.34,32931519008.05,5511453280.29
11/29/2015 19:00:00,180244,39411397699.25,33877892785.19,5533504914.05
11/29/2015 20:00:00,167348.17,40556855706.27,34738075067.55,5818780638.73
11/29/2015 21:00:00,144210.97,40805616409.32,34993738872.23,5811877537.09
11/29/2015 22:00:00,118296.25,39673049349.02,34281355912.32,5391693436.71
11/29/2015 23:00:00,91121.13,37968305037.97,33154015536.83,4814289501.13
11/30/2015,61210.22,31627938594.75,27872523432.02,3755415162.73
11/30/2015 01:00:00,33068.36,20562813524.72,18231058702.77,2331754821.95
11/30/2015 02:00:00,16118.34,11863079606.06,10530312205.79,1332767400.27
11/30/2015 03:00:00,8053.12,6911440653.36,6105666490.07,805774163.28
11/30/2015 04:00:00,4406.14,4537415688.73,3975203116.42,562212572.32
11/30/2015 05:00:00,3916.31,3773530550.3,3278289767.67,495240782.63
11/30/2015 06:00:00,9467.07,6071852602.88,5270628926.52,801223676.36
11/30/2015 07:00:00,33131.83,13192884013.16,11459235772.04,1733648241.12
11/30/2015 08:00:00,72017.44,18487924701.37,16041306108.76,2446618592.61
11/30/2015 09:00:00,131009.46,22107607582.84,19125077841.17,2982529741.67
11/30/2015 10:00:00,195116.27,25163353645.14,21711688751.7,3451664893.45
11/30/2015 11:00:00,234754.28,26334238855.19,22635431880,3698806975.19
11/30/2015 12:00:00,253540.71,28415884862.73,24413930158.23,4001954704.49
11/30/2015 13:00:00,254358.19,29422524868.28,25251367707.04,4171157161.24
11/30/2015 14:00:00,243958.73,28964139844.21,24852050628.12,4112089216.09
11/30/2015 15:00:00,254669.04,29841593395.67,25586533307.61,4255060088.06
11/30/2015 16:00:00,266950.21,30811120138.26,26394926943.53,4416193194.73
11/30/2015 17:00:00,257556.83,32330183542.62,27722667552.34,4607515990.28
11/30/2015 18:00:00,242773.09,36259146218.89,31282001686.62,4977144532.27
11/30/2015 19:00:00,231327.21,37698172249.34,32472105174.58,5226067074.76
11/30/2015 20:00:00,201607.32,40814387390,35031492161.53,5782895228.47
11/30/2015 21:00:00,164725.1,41121884873.66,35312024257.82,5809860615.84
11/30/2015 22:00:00,136022.04,40085714193.53,34712613930.59,5373100262.94
11/30/2015 23:00:00,95553.32,36855405795.84,32168716532.39,4686689263.45
12/01/2015,60170.59,29630046007.24,26084373428.48,3545672578.76
12/01/2015 01:00:00,31101.1,18324118907.06,16186354710.59,2137764196.47
12/01/2015 02:00:00,14998.44,10385358070.4,9156293415.17,1229064655.22
12/01/2015 03:00:00,7281.35,6469964974.34,5683073904.4,786891069.94
12/01/2015 04:00:00,4132.54,4410539706.12,3840594651.57,569945054.55
12/01/2015 05:00:00,3797.92,3723638315.91,3222809686.55,500828629.36
12/01/2015 06:00:00,9191.28,6146201397.09,5319606328.37,826595068.72
12/01/2015 07:00:00,33125.32,13808279228.42,11988300951.93,1819978276.49
12/01/2015 08:00:00,73961.1,19332811752.16,16745751400.15,2587060352.01
12/01/2015 09:00:00,132412.49,22297811389.95,19263069368.87,3034742021.08
12/01/2015 10:00:00,196414.5,25216267819.68,21706671039.36,3509596780.32
12/01/2015 11:00:00,234565.96,26259072864.36,22524041060.79,3735031803.57
12/01/2015 12:00:00,253188.04,27731042453.95,23755454952.86,3975587501.08
12/01/2015 13:00:00,246291.43,28921070087.46,24815502403.66,4105567683.8
12/01/2015 14:00:00,235190.44,28488724130.49,24428173291.25,4060550839.25
12/01/2015 15:00:00,246780.22,29429314446.92,25225112915.53,4204201531.39
12/01/2015 16:00:00,263511.02,30720945953.17,26341566850.61,4379379102.57
12/01/2015 17:00:00,257913.78,33148334598.89,28529384238.25,4618950360.65
12/01/2015 18:00:00,245956.72,36150024428.33,31195268134.59,4954756293.74
12/01/2015 19:00:00,236260.78,37497857373.26,32346059800.36,5151797572.91
12/01/2015 20:00:00,213033.89,38519498735.44,33176623557.79,5342875177.65
12/01/2015 21:00:00,176982.93,38907008168,33496379346.14,5410628821.86
12/01/2015 22:00:00,136605.17,38803475421.53,33563486944.49,5239988477.03
12/01/2015 23:00:00,95750.81,35202601216.82,30664983775.43,4537617441.39
12/02/2015,61220.62,28523529695.65,25085760324.24,3437769371.42
12/02/2015 01:00:00,31905.66,18077505392.68,15993250950.83,2084254441.85
12/02/2015 02:00:00,15517.45,10503500438.64,9279312341.57,1224188097.08
12/02/2015 03:00:00,7663.94,6238184491,5458384369.25,779800121.75
12/02/2015 04:00:00,4460.38,4298909414.52,3752092093.11,546817321.41
12/02/2015 05:00:00,4029.38,3734015207.3,3229552471.24,504462736.06
12/02/2015 06:00:00,9383.2,6279711360.71,5446311743.4,833399617.31
12/02/2015 07:00:00,33393.2,13906784246.64,12113920971.56,1792863275.08
12/02/2015 08:00:00,74670.26,19459789771.28,16897748111.21,2562041660.07
12/02/2015 09:00:00,133904.55,22522201790.26,19491434157.67,3030767632.59
12/02/2015 10:00:00,205936.88,25855065140.61,22116899536.44,3738165604.17
12/02/2015 11:00:00,239809.83,26841073627.41,23044216405.37,3796857222.04
12/02/2015 12:00:00,256807.78,28485564325.48,24400557368.75,4085006956.73
12/02/2015 13:00:00,252504.89,29503714882.42,25296586238.73,4207128643.7
12/02/2015 14:00:00,241586.03,29026730567.86,24830784463.08,4195946104.78
12/02/2015 15:00:00,252637.45,29943089292.42,25611942942.6,4331146349.83
12/02/2015 16:00:00,267592.31,30786730481.51,26341549261.51,4445181220
